English,Lunda,Grammar_Notes,Noun_Class,Verb_Extensions,Agreement_Pattern
I see a rod of an almond tree,Namoni muti wamutondu wamutondu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Then said Jehovah unto me,Kufumahu Yehova wahosheli nindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
You have seen well,Wunamoni chikupu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For I will hasten my word to perform it,Muloña nakayikwasha izu dami nakuyikoñela,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And the word of Jehovah came to me the second time,Nawa izu daYehova denjili kudi ami chifuku chakwedi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Saying,Nawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
What do you see,Yumanyi yiwunamoni,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And I said,Nawa ami nahosheli nami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
I see a seething pot,Namoni chuma chakubidima,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And the face thereof is toward the north,Nawa chamesu chindi chakukabeta kakuchimunswa,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Then Jehovah said unto me,Kufumahu Yehova wahosheli nindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Out of the north an evil shall break forth,Kufuma kakukabeta kakuchimunswa yuma yatama yakakunka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Upon all the inhabitants of the land,Hadi antu ejima ashakamaña mwituña,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For lo I will call all the families of the kingdoms of the north,Muloña tiyuña nakayitambika anyuza ejima amawanta akukabeta kakuchimunswa,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Declares Jehovah,Dichinahoshiyi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And they shall come,Nawa akaya,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And they shall set every one his throne,Nawa akayishili muntu wejima itanda dindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
At the entrance of the gates of Jerusalem,Hawiñililu yayiisu yaYerusalema,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And against all the walls thereof round about,Nawa hadi mpwembu ejima yindi yamunyeñumuka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And against all the cities of Judah,Nawa hadi nyisumba ejima yaYuda,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And I will utter my judgments against them,Nawa nakayihosha yitoñojoka yami hadi wena,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Concerning all their wickedness,Kutalisha hayuma yawu yatama yejima,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Who have forsaken me,Anamushiyili,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And have burned incense unto other gods,Nawa anayikwasha evumba kudi anzambi acheñi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And worshipped the works of their own hands,Nawa anadibukili yuma yawu yawu yamakasa awu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Therefore gird up your loins,Dichi nyamunaku mwipu yeyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And arise,Nawa nyamukaku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And speak unto them,Nawa wuhoshe hadi wena,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
All that I command you,Yuma yejima yinakuyileja,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Be not dismayed at their faces,Bayi wutiya woma kumesu jawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Lest I confound you before them,Kulonda hinakukusawula kumesu jawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For behold I have made you this day,Muloña tiyuña nakukubalumuna hayina ifuku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
A fortified city,Musumba wakola,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And an iron pillar,Nawa mpwembu yachikuñu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And brazen walls,Nawa mpwembu yawuneñu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Against the whole land,Hadi ituña dejima,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Against the kings of Judah,Hadi anyanta amuYuda,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Against the princes thereof,Hadi ayilolu jawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Against the priests thereof,Hadi atupristu jawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And against the people of the land,Nawa hadi antu aituña,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And they shall fight against you,Nawa akuzuña naneyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
But they shall not prevail against you,Ilaña hiyakukwimika mushinduku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For I am with you,Muloña ami nidi naneyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Declares Jehovah,Dichinahoshiyi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
To deliver you,Nakukupulwisha,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Moreover the word of Jehovah came to me,Nawa izu daYehova denjili kudi ami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Saying,Nawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Go and cry in the ears of Jerusalem,Yaku wukaloke mumesu yaYerusalema,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Saying,Nawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Thus says Jehovah,Yehova nahoshi nindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
I remember you,Nakukenka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
The kindness of your youth,Kuwunda kwenyu kuwansi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
The love of your espousals,Kukunda kwenyu kwakusumbula,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
When you went after me in the wilderness,Hampinji mwunakulondela nami mwisaña,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
In a land that was not sown,Mwituña dabulili kusemawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Israel was holiness unto Jehovah,Isarela wadiña kujila kudi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
The firstfruits of his increase,Yikuyu yatachi yayikuyu yindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
All that devour him shall offend,Ejima anakuyidaku akayitiyisha nsonyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Evil shall come upon them,Yuma yatama yakakumwekenawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Declares Jehovah,Dichinahoshiyi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Hear you the word of Jehovah,Tiyenu izu daYehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
O house of Jacob,Enu amwitala daYakobo,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And all the families of the house of Israel,Nawa anyuza ejima amwitala daIsarela,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Thus says Jehovah,Yehova nahoshi nindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
What iniquity have your fathers found in me,Chiluwanyi chankakulula jenu chawanikili kudi ami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
That they are gone far from me,Chakwila akaya kwakulehi nanami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And have walked after vanity,Nawa ayendeleña kulondela yuma yamukunkulwayi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And are become vain,Nawa akekala amakunkulwayi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Neither said they,Hela akahosheli nawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Where is Jehovah,Yehova didi kudihi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
That brought us up out of the land of Egypt,Wafumishili mwituña daEjipitu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
That led us through the wilderness,Watuñesheleli mwisaña,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Through a land of deserts and of pits,Mwituña damwisaña niamabuku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Through a land of drought,Mwituña dakapwelendendi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And of the shadow of death,Nawa chinyama chakufwa,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Through a land that no man passed through,Mwituña muntu kwosi wakayihita,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And where no man dwelt,Nawa muntu kwosi wakashakama,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And I brought you into a plentiful country,Nawa nakuyifuntisha mwituña dajivulu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
To eat the fruit thereof and the goodness thereof,Kulonda kudya yikuyu yindi niyuma yayiwahi yindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
But when you entered,Ilaña neyi mwunakwiñila,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
You defiled my land,Mwunajiloli ituña dami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And made mine heritage an abomination,Nawa nakayibalumuna wuswana wami kwikala chuma chawuzondu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
The priests said not,Atupristu akahosheli nawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Where is Jehovah,Yehova didi kudihi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And they that handle the law knew me not,Nawa owu anakuzata nshimbi hiyakuniluka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
The pastors also transgressed against me,Atubiña nawa anamuvulumuni,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And the prophets prophesied by Baal,Nawa atuprofwetu anaprofweteli muloña waBayali,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And walked after things that do not profit,Nawa ayendeleña kulondela yuma yabula kuyikwasha,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Wherefore I will yet plead with you,Dichi nakayikwasha nakukwihula cheñi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Declares Jehovah,Dichinahoshiyi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And with your childrens children will I plead,Nawa nakayikwasha nakukwihula anyana anyana eyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For pass over the isles of Chittim,Muloña yitani mwipindi yaKitimi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And see,Nawa tiyeni,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And send unto Kedar,Nawa temesheleni kudi Keda,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And consider diligently,Nawa dihujoleni chikupu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And see if there be such a thing,Nawa tiyeni neyi kudi chuma chamuchidiwu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Hath a nation changed their gods,Muza wuhimpi anzambi jawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Which are yet no gods,Abulili kwikala anzambi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
But my people have changed their glory,Ilaña antu jami anahimpi wukeleñi jawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For that which doth not profit,Muloña yuma yabula kuyikwasha,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Be astonished O ye heavens at this,Yitiyishi woma enu amawulu hadi ichi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And be horribly afraid,Nawa yitiya woma chikupu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Be ye very desolate,Yikala amwisaña chikupu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Declares Jehovah,Dichinahoshiyi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For my people have committed two evils,Muloña antu jami anakoñi yuma yatama yiyedi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
They have forsaken me,Anamushiyili,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
The fountain of living waters,Kaseloki kamenji awumi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And hewed them out cisterns,Nawa anayikwata amabuku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Broken cisterns,Amabuku afumpika,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
That can hold no water,Abula kuyikwata menji,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
They say,Ahosheli nawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
If a man put away his wife,Neyi muntu wushiya añodi yindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And she go from him,Nawa yafumi kudi yindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And become another mans,Nawa yekala yamuntu wacheñi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Shall he return unto her again,Komana wukafunta kudi yindi cheñi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Shall not that land be greatly polluted,Komana ituña hiyakajiloli chikupu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
But you have played the harlot with many lovers,Ilaña mwunakuzuña niatujila anshi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Yet return again to me,Ilaña balumukeni cheñi kudi ami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Declares Jehovah,Dichinahoshiyi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Lift up your eyes unto the high places,Nyamunaku mesu eyi hatupidi twatulehi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And see,Nawa tiyeni,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Where have you not been lien with,Kudihi hiyamunakushakama,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
In the ways have you sat for them,Munjila mwunakushakama hadi wena,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
As the Arabian in the wilderness,Neyi muntu wamwisaña mwisaña,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And you have polluted the land,Nawa mwunajiloli ituña,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
With your whoredoms and with your wickedness,Nayikuyu yenyu yawujila niyuma yenyu yatama,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Therefore the showers have been withholden,Dichi menji anakubutuka hiyakayinka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And there has been no latter rain,Nawa menji akukuminina hiyakayinka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And you had a whores forehead,Nawa mwunakweti chamesu chawujila,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
You refused to be ashamed,Mwunakaani kutiya nsonyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Will you not from this time cry unto me,Komana wukabula kufuma hayina mpinji kukaloka kudi ami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
My father,Tata yami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
You are the guide of my youth,Yeyi mwami mwunakulondela kuwansi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Will he reserve his anger for ever,Komana wukayibalumuna kuzuwa kwindi hayaya nyaaka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Will he keep it to the end,Komana wukayibalumuna sampu nkuminina,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Behold you have spoken,Tiyaña mwunakuhosha,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And done evil things as you could,Nawa mwunakoña yuma yatama mwomwamweni mwunateli,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
The Lord said also unto me in the days of Josiah the king,Yehova wahosheli nawa kudi ami mumafuku aYosiya mwanta,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Have you seen that which backsliding Israel hath done,Wunamoni yuma yamwitala daIsarela wunasekesha yakoñi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
She is gone up upon every high mountain,Yafumikili hatupidi twatulehi twejima,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And under every green tree,Nawa hanji yamutondu wejima wawuwahi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And there has played the harlot,Nawa kwenoku yanakuzuña,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And I said after she had done all these things,Nawa ami nahosheli nami hanyima yakoña yuma yejima yayi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Turn you unto me,Balumukeni kudi ami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
But she returned not,Ilaña hiyabalumuka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And her treacherous sister Judah saw it,Nawa muhelami yindi yaluwañesha Yuda yamona,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And I saw,Nawa ami namona,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
When for all the causes whereby backsliding Israel committed adultery,Hampinji yuma yejima yamwitala daIsarela wunasekesha wakwila wujila,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
I had put her away,Nakuyishiya,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And given her a bill of divorce,Nawa nakuyinka chisoneki chakusekesha,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Yet her treacherous sister Judah feared not,Ilaña muhelami yindi yaluwañesha Yuda hiyatiya woma,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
But went and played the harlot also,Ilaña yaya nawa yanakuzuña nawa,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And it came to pass through the lightness of her whoredom,Nawa dekeni muloña kuyikwasha kwikuyu yindi yawujila,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
That she defiled the land,Chakwila yajiloli ituña,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And committed adultery with stones and with stocks,Nawa yanakwila wujila namalola niamutondu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And yet for all this her treacherous sister Judah hath not turned unto me,Nawa hanyima yayuma yejima yayi muhelami yindi yaluwañesha Yuda hiyabalumuka kudi ami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
With her whole heart,Namuchima windi wejima,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
But feignedly,Ilaña nakuyikwasha,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Declares Jehovah,Dichinahoshiyi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And Jehovah said unto me,Nawa Yehova wahosheli nindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
The backsliding Israel hath justified herself,Mwitala daIsarela wunasekesha wakujilika yomweni,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
More than treacherous Judah,Kubadika Yuda yaluwañesha,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Go and proclaim these words toward the north,Yaku wubidiki awa mazu kakukabeta kakuchimunswa,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And say,Nawa wuhoshe,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Return you backsliding Israel,Balumukeni mwitala daIsarela wunasekesha,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Declares Jehovah,Dichinahoshiyi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And I will not cause my anger to fall upon you,Nawa hinakayiletela kuzuwa kwami hadi eyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For I am merciful,Muloña ami nidi mwamwina,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Declares Jehovah,Dichinahoshiyi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And I will not keep anger for ever,Nawa hinakayibalumuna kuzuwa hayaya nyaaka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Only acknowledge your iniquity,Hela tuhu dihujoleni chiluwanyi cheyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
That you have transgressed against Jehovah your God,Chakwila mwunamuvulumuni Yehova Nzambi eyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And have scattered your ways to the strangers,Nawa mwunapalañeshi njila jeyi kudi antu abula kwiluka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Under every green tree,Hanji yamutondu wejima wawuwahi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And you have not obeyed my voice,Nawa mwunakubula kwovwahila izu dami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Declares Jehovah,Dichinahoshiyi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Return O ye backsliding children,Balumukeni enu anyana anasekesha,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Declares Jehovah,Dichinahoshiyi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For I am married unto you,Muloña ami nidi nakusumbula,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And I will take you one of a city,Nawa nakayikwata muntu wumu kunyisumba,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And two of a family,Nawa yiyedi yamwitala,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And I will bring you to Zion,Nawa nakayifuntisha kuSiyoni,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And I will give you pastors according to mine heart,Nawa nakayinkeli atubiña kwesekeja namuchima wami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Which shall feed you with knowledge and understanding,Wakayikwasha yakwashi nikashinshi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
If you will return O Israel,Neyi mwubalumuka eyi Isarela,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Declares Jehovah,Dichinahoshiyi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Return unto me,Balumukeni kudi ami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And if you will put away your abominations out of my sight,Nawa neyi mwubula kufumisha yuma yenyu yawuzondu kumesu ami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Then shall you not remove,Dichi hiyakubalumukaku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And if you will swear,Nawa neyi mwubula kusanyika,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
The Lord liveth,Yehova wamumi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
In truth in judgment and in righteousness,Muchalala mwitoñojoka nimwuloña,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
The nations shall bless themselves in him,Anyuza akayiswilewa yomweni,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And in him shall they glory,Nawa kudi yindi akayisamba,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For thus says Jehovah to the men of Judah and Jerusalem,Muloña Yehova nahoshi hadi antu amuYuda naYerusalema,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Break up your fallow ground,Yikwataña ituña yenyu yamwisaña,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And sow not among thorns,Nawa bayi mwusemayi hakachi kanyikuyu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Circumcise yourselves to Jehovah,Yikwataña kudi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And take away the foreskins of your heart,Nawa mwufumishi chikwata chañuchima eyi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Ye men of Judah and inhabitants of Jerusalem,Enu antu amuYuda nashakamaña muYerusalema,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Lest my fury come forth like fire,Kulonda hinakayiletela kuzuwa kwami neyi kesi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And burn that none can quench it,Nawa yakabidima chakadi wakukwijima,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Because of the evil of your doings,Muloña wayuma yenyu yatama,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Declare you in Judah,Bidikeni muYuda,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And publish in Jerusalem,Nawa wubidiki muYerusalema,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And say,Nawa wuhoshe,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Blow ye the trumpet in the land,Yikwataña chivumba mwituña,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Cry gather together,Kalokeni yipompesheni,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And say,Nawa wuhoshe,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Assemble yourselves,Yipompesheni,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And let us go into the defenced cities,Nawa twayi kunyisumba yikola,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Set up the standard toward Zion,Yishili chizambi kakukabeta kakuchimunswa,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Retire stay not,Balumukeni bayi mwushalaku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For I will bring evil from the north,Muloña nakayiletela yuma yatama kufuma kakukabeta kakuchimunswa,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And a great destruction,Nawa kujilumuka chikupu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
The lion is come up from his thicket,Munyama wafumikili kufuma kumpata yindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And the destroyer of the Gentiles,Nawa mwujilumuna wanyuza,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
He is gone forth from his place,Yafumikili kufuma kuluña dindi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
To make your land desolate,Kulonda abalumuni ituña eyi kwikala mwisaña,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And your cities shall be laid waste,Nawa nyisumba eyi akayibalumuna kwikala mwisaña,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Without an inhabitant,Chakadi kushakama muntu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For this gird you with sackcloth,Muloña ichi nyamunaku nisakulu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Lament and howl,Dileni nikukaloka,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
For the fierce anger of Jehovah,Muloña kuzuwa kwaYehova kwakwoma,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Is not turned back from us,Hikwakafwomokaku kufuma kudi etu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And it shall come to pass at that day,Nawa dekeni hayina ifuku,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Declares Jehovah,Dichinahoshiyi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
That the heart of the king shall perish,Chakwila muchima wamwanta wakajilumuki,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And the heart of the princes,Nawa muchima wayilolu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And the priests shall be astonished,Nawa atupristu akayitiyisha woma,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And the prophets shall wonder,Nawa atuprofwetu akayitiyisha woma,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Then said I,Kufumahu nahosheli nami,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Ah Lord Jehovah,Oyihuñu eyi Yehova,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Surely you have greatly deceived this people,Mwamweni mwunakuyidimba awa antu chikupu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
And Jerusalem,Nawa Yerusalema,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Saying,Nawu,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
You shall have peace,Mwakadiluñisha kuwunda,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
Whereas the sword reacheth unto the soul,Ilaña mpoku yakabali yakateli sampu muchima,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
At that time shall it be said,Hayina mpinji yakayihosha,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
To this people and to Jerusalem,Hadi awa antu naYerusalema,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
A dry wind of the high places,Mpepela yomoomi yatupidi twatulehi,Biblical narrative,Class 1 (mu-),,Subject agreement wu-
